"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 09 13:08:47 GMT 2022","Fri Dec 09 13:08:58 GMT 2022","11759","","RegistrationTests","","RegistrationTests","fillPracticeFormTest","Проверка заполнения формы регистрации",""
