"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 09 12:56:18 GMT 2022","Fri Dec 09 12:56:27 GMT 2022","8379","","RegistrationTests","","RegistrationTests","fillPracticeFormTest","Проверка заполнения формы регистрации",""
