"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 09 13:12:55 GMT 2022","Fri Dec 09 13:13:03 GMT 2022","7881","","RegistrationTests","","RegistrationTests","fillPracticeFormTest","Проверка заполнения формы регистрации",""
